Location,Country,Region/City,Disease,Species,Feed Language,HealthMap Alert ID,URL,URL,Issue Date,Alert Tag,New SC,New SD,New CC,New CD,SC,SD,CC,CD,RO,Feed Name,Report Source - Primary,Secondary Report Source
Democratic Republic of the Congo,Democratic Republic of the Congo,NA,Ebola,Humans,NA,2800840,PRO/AH/EDR> Ebola virus disease - Congo DR (13): (ET) WHO update,http://promedmail.org/direct.php?id=20140924.2800840,9/24/14 11:19,No Tag,NA,NA,NA,NA,70,40,NA,NA,NA,ProMED Mail,"WHO Global Alert and Response (GAR), Pandemic and Epidemic Diseases, Ebola virus disease [edited]",NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,2802601,"PRO/AH/EDR> Ebola virus disease - West Africa (175): CDC, Sierra Leone, drugs, survivors RFI",http://promedmail.org/direct.php?id=20140924.2802601,9/24/14 21:54,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Nigeria,Nigeria,NA,Ebola,Humans,NA,2806004,"PRO/AH/EDR> Ebola virus disease - West Africa (176): Sierra Leone, USA, Nigeria",http://promedmail.org/direct.php?id=20140925.2806004,9/25/14 21:51,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Liberia,Liberia,NA,Ebola,Humans,NA,2808526,"PRO/AH/EDR> Ebola virus disease - West Africa (177): WHO, quarantine, vaccine, Liberia,surv.",http://promedmail.org/direct.php?id=20140926.2808526,9/26/14 19:29,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Liberia,Liberia,NA,Ebola,Humans,NA,2810521,PRO/AH/EDR> Ebola virus disease - West Africa (178): WHO Roadmap Update 26 Sep 2014,http://www.promedmail.org/post/2810521,9/27/14 9:18,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Liberia,Liberia,NA,Ebola,Humans,NA,2811394,"PRO/AH/EDR> Ebola virus disease - West Africa (179): Liberia, protection, aerosol,prevention",http://promedmail.org/direct.php?id=20140927.2811394,9/27/14 21:49,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Liberia,Liberia,NA,Ebola,Humans,NA,2813292,"PRO/AH/EDR> Ebola virus disease - West Africa (180): S. Leone, Liberia, USA, drugs, Guinea",http://promedmail.org/direct.php?id=20140928.2813292,9/28/14 21:21,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Liberia,Liberia,NA,Ebola,Humans,NA,2816072,"PRO/AH/EDR> Ebola virus disease - West Africa (181): Liberia, Europe, Senegal, sea law",http://promedmail.org/direct.php?id=20140929.2816072,9/29/14 22:20,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Guinea,Guinea,NA,Ebola,Humans,NA,2817719,"PRO/AH/EDR> Ebola virus disease - West Africa (182): vaccine, orphans, S.Leone, prevention",http://promedmail.org/direct.php?id=20140930.2817719,9/30/14 11:43,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
United States,United States,"Dallas, Texas",Ebola,Humans,NA,2819341,PRO/AH/EDR> Ebola virus disease - West Africa (184): USA (TX) first case ex Liberia,http://promedmail.org/direct.php?id=20140930.2819341,9/30/14 18:33,Breaking,NA,NA,1,NA,NA,NA,NA,NA,NA,ProMED Mail,(CNN) [edited],NA
"Dallas, Texas, United States",United States,NA,Ebola,Humans,NA,2823539,"PRO/AH/EDR> Ebola virus disease - ex Africa: USA ex Liberia, WHO",http://promedmail.org/direct.php?id=20141001.2823539,10/1/14 23:20,No Tag,NA,NA,1,NA,NA,NA,NA,NA,NA,ProMED Mail,New York Times,NA
Liberia,Liberia,NA,Ebola,Humans,NA,2823670,"PRO/AH/EDR> Ebola virus disease - West Africa (185): WHO, CDC, Liberia, vaccine",http://promedmail.org/direct.php?id=20141001.2823670,10/1/14 22:45,No Tag,1,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,Yahoo! News,NA
United States,United States,NA,Ebola,Humans,NA,2827166,"PRO/AH/EDR> Ebola virus disease - ex Africa (02): USA ex Liberia, prevention, false alarms",http://promedmail.org/direct.php?id=20141002.2827166,10/2/14 21:15,No Tag,NA,NA,NA,NA,NA,NA,1,NA,NA,ProMED Mail,ABC News,NA
Liberia,Liberia,NA,Ebola,Humans,NA,2827166,"PRO/AH/EDR> Ebola virus disease - ex Africa (02): USA ex Liberia, prevention, false alarms",http://promedmail.org/direct.php?id=20141002.2827166,10/2/14 21:15,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
United States,United States,NA,Ebola,Humans,NA,2830392,"PRO/AH/EDR> Ebola virus disease - ex Africa (03): USA ex Liberia, Germany case ex S. Leone",http://promedmail.org/direct.php?id=20141003.2830392,10/3/14 21:14,No Tag,NA,NA,NA,NA,NA,NA,1,NA,NA,ProMED Mail,New York Times,NA
Liberia,Liberia,NA,Ebola,Humans,NA,2830392,"PRO/AH/EDR> Ebola virus disease - ex Africa (03): USA ex Liberia, Germany case ex S. Leone",http://promedmail.org/direct.php?id=20141003.2830392,10/3/14 21:14,No Tag,NA,NA,1,NA,NA,NA,NA,NA,NA,ProMED Mail,Wall Street Journal,NA
Germany,Germany,NA,Ebola,Humans,NA,2830392,"PRO/AH/EDR> Ebola virus disease - ex Africa (03): USA ex Liberia, Germany case ex S. Leone",http://promedmail.org/direct.php?id=20141003.2830392,10/3/14 21:14,No Tag,NA,NA,1,NA,NA,NA,NA,NA,NA,ProMED Mail,Giuseppe Michieli,Italian Website
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,2830392,"PRO/AH/EDR> Ebola virus disease - ex Africa (03): USA ex Liberia, Germany case ex S. Leone",http://promedmail.org/direct.php?id=20141003.2830392,10/3/14 21:14,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
DR Congo,DR Congo,NA,Ebola,Humans,NA,2831559,PRO/AH/EDR> Ebola virus disease - Congo DR (14): (ET) update,http://promedmail.org/direct.php?id=20141004.2831559,10/4/14 17:59,No Tag,NA,NA,NA,NA,NA,42,70,NA,NA,ProMED Mail,Yahoo News,AFP
United States,United States,NA,Ebola,Humans,NA,2832236,"PRO/AH/EDR> Ebola virus disease - ex Africa (04): USA ex Liberia, prevention",http://promedmail.org/direct.php?id=20141004.2832236,10/4/14 19:28,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Liberia,Liberia,NA,Ebola,Humans,NA,2832236,"PRO/AH/EDR> Ebola virus disease - ex Africa (04): USA ex Liberia, prevention",http://promedmail.org/direct.php?id=20141004.2832236,10/4/14 19:28,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,2832637,"PRO/AH/EDR> Ebola virus disease - West Africa (186): WHO, Cuban HCWs arrive, prevention",http://promedmail.org/direct.php?id=20141004.2832637,10/4/14 23:52,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
United States,United States,NA,Ebola,Humans,NA,2834301,"PRO/AH/EDR> Ebola virus disease - ex Africa (05): USA ex Liberia, prevention",http://promedmail.org/direct.php?id=20141005.2834301,10/5/14 22:33,No Tag,1,NA,NA,NA,NA,NA,1,NA,NA,ProMED Mail,Boston Globe,Baltimore Sun
Liberia,Liberia,NA,Ebola,Humans,NA,2834301,"PRO/AH/EDR> Ebola virus disease - ex Africa (05): USA ex Liberia, prevention",http://promedmail.org/direct.php?id=20141005.2834301,10/5/14 22:33,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,2834551,"PRO/AH/EDR> Ebola virus disease - West Africa (187): UN, aid, Sierra Leone, ECDC, Liberia",http://promedmail.org/direct.php?id=20141005.2834551,10/5/14 23:34,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Liberia,Liberia,NA,Ebola,Humans,NA,2834551,"PRO/AH/EDR> Ebola virus disease - West Africa (187): UN, aid, Sierra Leone, ECDC, Liberia",http://promedmail.org/direct.php?id=20141005.2834551,10/5/14 23:34,No Tag,NA,8,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,Liberian Observer (edited),NA
Spain,Spain,NA,Ebola,Humans,NA,2837374,"PRO/AH/EDR> Ebola virus disease - ex Africa (06): Spain case, USA case, US case medevaced",http://promedmail.org/direct.php?id=20141006.2837374,10/6/14 22:12,No Tag,NA,NA,1,1,NA,NA,NA,NA,NA,ProMED Mail,New York Times,NA
United States,United States,NA,Ebola,Humans,NA,2837374,"PRO/AH/EDR> Ebola virus disease - ex Africa (06): Spain case, USA case, US case medevaced",http://promedmail.org/direct.php?id=20141006.2837374,10/6/14 22:12,No Tag,NA,NA,NA,NA,NA,NA,1,NA,NA,ProMED Mail,New York Times,NA
Liberia,Liberia,NA,Ebola,Humans,NA,2837773,"PRO/AH/EDR> Ebola virus disease - West Africa (188): international cases, Liberia, clinical",http://www.promedmail.org/post/2837773,10/7/14 0:41,No Tag,21,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,Daily Observer,NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,2837773,"PRO/AH/EDR> Ebola virus disease - West Africa (188): international cases, Liberia, clinical",http://promedmail.org/direct.php?id=20141007.2837773,10/7/14 0:41,No Tag,NA,NA,1,NA,NA,NA,NA,NA,NA,ProMED Mail,Wall Street Journal,NA
United States,United States,NA,Ebola,Humans,NA,2840925,"PRO/AH/EDR> Ebola virus disease - ex Africa (07): Europe cases, USA quarantine stations",http://promedmail.org/direct.php?id=20141007.2840925,10/7/14 23:43,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,2841244,"PRO/AH/EDR> Ebola virus disease - West Africa (189): Sierra Leone, Liberia, OIE",http://promedmail.org/direct.php?id=20141008.2841244,10/8/14 13:11,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
United States,United States,NA,Ebola,Humans,NA,2843902,"PRO/AH/EDR> Ebola virus disease - ex Africa (08): US death, concern re. spread, travel ban",http://promedmail.org/direct.php?id=20141008.2843902,10/8/14 16:50,No Tag,NA,NA,NA,1,NA,NA,NA,NA,NA,ProMED Mail,Texas Department of State Health Services,NA
Spain,Spain,NA,Ebola,Humans,NA,2848352,"PRO/AH/EDR> Ebola virus disease - ex Africa (09): WHO, Spain, Australia, Canada, USA",http://promedmail.org/direct.php?id=20141009.2848352,10/9/14 21:9,No Tag,NA,NA,NA,NA,NA,NA,1,NA,NA,ProMED Mail,"WHO Global Alert and Response, Disease Outbreak News",NA
Australia,Australia,NA,Ebola,Humans,NA,2848352,"PRO/AH/EDR> Ebola virus disease - ex Africa (09): WHO, Spain, Australia, Canada, USA",http://promedmail.org/direct.php?id=20141009.2848352,10/9/14 21:9,No Tag,1,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,The New York Times,NA
Liberia,Liberia,NA,Ebola,Humans,NA,2851248,"PRO/AH/EDR> Ebola virus disease - ex Africa (10): WHO, UN, Liberia, medevac, S. Leone, USA",http://promedmail.org/direct.php?id=20141010.2851248,10/10/14 15:50,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Liberia,Liberia,NA,Ebola,Humans,NA,2852077,"PRO/AH/EDR> Ebola virus disease - West Africa (190): Liberia, Sierra Leone, China monitoring",http://promedmail.org/direct.php?id=20141010.2852077,10/10/14 23:50,No Tag,NA,1,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,"AllAfrica, Leadership Report",NA
"Chengdu, Sichuan Province, China",China,NA,Ebola,Humans,NA,2852077,"PRO/AH/EDR> Ebola virus disease - West Africa (190): Liberia, Sierra Leone, China monitoring",http://promedmail.org/direct.php?id=20141010.2852077,10/10/14 23:50,No Tag,1,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,Sohu News,NA
DR Congo,DR Congo,NA,Ebola,Humans,NA,2853582,PRO/AH/EDR> Ebola virus disease - Congo DR (15): (ET) update,http://promedmail.org/direct.php?id=20141011.2853582,10/11/14 14:0,No Tag,NA,NA,NA,NA,71,NA,30,43,NA,ProMED Mail,WHO Global Alert and Response,NA
United States,United States,NA,Ebola,Humans,NA,2854247,"PRO/AH/EDR> Ebola virus disease - ex Africa (11): Europe, threat to N. America, recurrence",http://promedmail.org/direct.php?id=20141011.2854247,10/11/14 20:5,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Liberia,Liberia,NA,Ebola,Humans,NA,2854716,"PRO/AH/EDR> Ebola virus disease - West Africa (191): Liberia, Sierra Leone, volunteers, vaccine testing",http://promedmail.org/direct.php?id=20141012.2854716,10/12/14 10:28,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
United States,United States,NA,Ebola,Humans,NA,2855419,PRO/AH/EDR> Ebola virus disease - ex Africa (12): in hospital management challenges,http://promedmail.org/direct.php?id=20141012.2855419,10/12/14 12:32,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Spain,Spain,NA,Ebola,Humans,NA,2856328,"PRO/AH/EDR> Ebolavirus, animal reservoir (02): Spain, dog susp.",http://promedmail.org/direct.php?id=20141012.2856328,10/12/14 18:24,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
United States,United States,Texas,Ebola,Humans,NA,2856660,"PRO/AH/EDR> Ebola virus disease - ex Africa (13): USA new case, Spain, more quarantined",http://promedmail.org/direct.php?id=20141012.2856660,10/12/14 22:13,No Tag,NA,NA,1,NA,NA,NA,NA,NA,NA,ProMED Mail,CDC [edited],NA
Ethiopia,Ethiopia,Addis Abada,Ebola,Humans,NA,2859164,"PRO/AH/EDR> Ebola virus disease - ex Africa (14): Ethiopia susp., USA 2nd case, prevention",http://promedmail.org/direct.php?id=20141013.2859164,10/13/14 23:43,No Tag,4,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,Hara Ethiopia [edited],NA
Germany,Germany,NA,Ebola,Humans,NA,2863794,"PRO/AH/EDR> Ebola virus disease - ex Africa (15): UN doctor dies, USA, prevention",http://promedmail.org/direct.php?id=20141014.2863794,10/14/14 20:32,No Tag,NA,NA,1,NA,NA,NA,NA,NA,NA,ProMED Mail,NBC News [edited],NA
United States,United States,Texas,Ebola,Humans,NA,2866172,PRO/AH/EDR> Ebola virus disease - ex Africa (16): USA (TX) 2nd nurse case,http://promedmail.org/direct.php?id=20141015.2866172,10/15/14 10:13,No Tag,NA,NA,1,NA,NA,NA,NA,NA,NA,ProMED Mail,Washington Post [edited],NA
United States,United States,NA,Ebola,Humans,NA,2868385,PRO/AH/EDR> Ebola virus disease - ex Africa (17): USA (TX) 2nd nurse update,http://promedmail.org/direct.php?id=20141015.2868385,10/15/14 22:39,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Worldwide,Worldwide,NA,Ebola,Humans,NA,2870865,"PRO/AH/EDR> Ebola virus disease - West Africa (192): WHO, S. Leone soldier, MSF, new drug",http://promedmail.org/direct.php?id=20141016.2870865,10/16/14 16:51,No Tag,NA,NA,NA,NA,8997,4493,NA,NA,NA,ProMED Mail,WHO Situation report - 15 October 2014,NA
United States,United States,NA,Ebola,Humans,NA,2872362,"PRO/AH/EDR> Ebola virus disease - ex Africa (18): Ethiopia NOT, USA nurses, prevention",http://promedmail.org/direct.php?id=20141016.2872362,10/16/14 22:12,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
DR Congo,DR Congo,Boende,Ebola,Humans,NA,2875307,PRO/AH/EDR> Ebola virus disease - Congo DR (16): (ET) genome sequence,http://promedmail.org/direct.php?id=20141017.2875307,10/17/14 17:24,No Tag,NA,NA,NA,NA,68,49,NA,NA,NA,ProMED Mail,CIDRAP (Center for Infectious Disease Research and Policy) News [edited],NA
United States,United States,NA,Ebola,Humans,NA,2875654,"PRO/AH/EDR> Ebolavirus, animal reservoir (03): USA, canine quarantined",http://promedmail.org/direct.php?id=20141017.2875654,10/17/14 18:14,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Spain,Spain,Madrid,Ebola,Humans,NA,2875795,"PRO/AH/EDR> Ebola virus disease - ex Africa (19): Spain, USA, travel bans, prevention",http://promedmail.org/direct.php?id=20141018.2875795,10/18/14 0:32,No Tag,5,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,Yahoo News [edited],NA
Worldwide,Worldwide,NA,Ebola,Humans,NA,2878044,"PRO/AH/EDR> Ebola virus disease - West Africa (193): Senegal free, WHO, S. Leone, Nigeria",http://promedmail.org/direct.php?id=20141018.2878044,10/18/14 15:26,No Tag,NA,NA,NA,NA,9216,4555,NA,NA,NA,ProMED Mail,WHO: Ebola Response Roadmap [edited],NA
Nigeria,Nigeria,NA,Ebola,Humans,NA,2878044,"PRO/AH/EDR> Ebola virus disease - West Africa (193): Senegal free, WHO, S. Leone, Nigeria",http://promedmail.org/direct.php?id=20141018.2878044,10/18/14 15:26,No Tag,NA,NA,NA,NA,20,8,NA,NA,NA,ProMED Mail,Tamsin Dew <t.dewe14@imperial.ac.uk> [edited],NA
Spain,Spain,NA,Ebola,Humans,NA,2880692,"PRO/AH/EDR> Ebola virus disease - ex Africa (20): Spain negative, India, USA, China",http://promedmail.org/direct.php?id=20141019.2880692,10/19/14 20:8,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,4,ProMED Mail,The Local [edited],NA
Liberia,Liberia,NA,Ebola,Bats,NA,2882849,PRO> Ebola virus disease - West Africa (194): bat immunity clue,http://promedmail.org/direct.php?id=20141020.2882849,10/20/14 13:35,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
United States,United States,NA,Ebola,Humans,NA,2884364,"PRO/AH/EDR> Ebola virus disease - ex Africa (21): USA, TX free, control, ebook",http://promedmail.org/direct.php?id=20141021.2884364,10/21/14 4:31,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Liberia,Liberia,NA,Ebola,Humans,NA,2891142,"PRO/AH/EDR> Ebola virus disease - West Africa (195): Liberia, Sierra Leone, drug trials",http://promedmail.org/direct.php?id=20141022.2891142,10/22/14 17:33,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
United States,United States,NA,Ebola,Humans,NA,2891397,"PRO/AH/EDR> Ebola virus disease - ex Africa (22): Canada, China, France, UK, USA, guidelines",http://promedmail.org/direct.php?id=20141022.2891397,10/22/14 18:20,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Worldwide,Worldwide,NA,Ebola,Humans,NA,2894887,"PRO/AH/EDR> Ebola virus disease - West Africa (196): WHO, Mali conf. case ex Guinea, Liberia",http://promedmail.org/direct.php?id=20141024.2894887,10/24/14 0:49,No Tag,NA,NA,NA,NA,9936,NA,NA,NA,NA,ProMED Mail,WHO Ebola Response Roadmap [edited],NA
Mali,Mali,NA,Ebola,Humans,NA,2894887,"PRO/AH/EDR> Ebola virus disease - West Africa (196): WHO, Mali conf. case ex Guinea, Liberia",http://promedmail.org/direct.php?id=20141024.2894887,10/24/14 0:49,No Tag,NA,NA,1,NA,NA,NA,NA,NA,NA,ProMED Mail,Reuters [edited],NA
United States,United States,New York City,Ebola,Humans,NA,2895748,PRO/AH/EDR> Ebola virus disease - ex Africa (23): USA (NYC) MSF doctor ex Guinea,http://promedmail.org/direct.php?id=20141024.2895748,10/24/14 0:32,No Tag,NA,NA,1,NA,NA,NA,NA,NA,NA,ProMED Mail,Reuters [edited],NA
United States,United States,NA,Ebola,Humans,NA,2895748,PRO/AH/EDR> Ebola virus disease - ex Africa (23): USA (NYC) MSF doctor ex Guinea,http://promedmail.org/direct.php?id=20141024.2895748,10/24/14 0:32,No Tag,NA,NA,NA,NA,NA,NA,9,NA,NA,ProMED Mail,Reuters [edited],NA
United States,United States,NA,Ebola,Humans,NA,2899189,"PRO/AH/EDR> Ebola virus disease - ex Africa (24): USA nurse better, China, USA troops",http://promedmail.org/direct.php?id=20141025.2899189,10/25/14 3:46,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
"Texas, United States",United States,NA,Ebola,Dogs,NA,2901733,"PRO/AH/EDR> Ebolavirus, animal reservoir (05): USA, dog, NOT",http://promedmail.org/direct.php?id=20141026.2901733,10/26/14 5:5,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Norway,Norway,NA,Ebola,Humans,NA,2903377,"PRO/AH/EDR> Ebola virus disease - ex Africa (25): Norway doctor, USA quarantine, vaccines",http://promedmail.org/direct.php?id=20141026.2903377,10/26/14 14:16,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Worldwide,Worldwide,NA,Ebola,Humans,NA,2903471,"PRO/AH/EDR> Ebola virus disease - West Africa (197): WHO, Mali, Ethiopia, Guinea",http://promedmail.org/direct.php?id=20141026.2903471,10/26/14 15:4,No Tag,NA,NA,NA,NA,10114,4922,NA,NA,NA,ProMED Mail,"WHO Global Alert and Response (GAR), Pandemic and Epidemic Diseases, Situation reports: Ebola response roadmap [summ. edited]",NA
Guinea,Guinea,NA,Ebola,Humans,NA,2903471,"PRO/AH/EDR> Ebola virus disease - West Africa (197): WHO, Mali, Ethiopia, Guinea",http://promedmail.org/direct.php?id=20141026.2903471,10/26/14 15:4,No Tag,NA,NA,NA,NA,1553,926,NA,NA,NA,ProMED Mail,"WHO Global Alert and Response (GAR), Pandemic and Epidemic Diseases, Situation reports: Ebola response roadmap [summ. edited]",NA
Liberia,Liberia,NA,Ebola,Humans,NA,2903471,"PRO/AH/EDR> Ebola virus disease - West Africa (197): WHO, Mali, Ethiopia, Guinea",http://promedmail.org/direct.php?id=20141026.2903471,10/26/14 15:4,No Tag,NA,NA,NA,NA,4665,2705,NA,NA,NA,ProMED Mail,"WHO Global Alert and Response (GAR), Pandemic and Epidemic Diseases, Situation reports: Ebola response roadmap [summ. edited]",NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,2903471,"PRO/AH/EDR> Ebola virus disease - West Africa (197): WHO, Mali, Ethiopia, Guinea",http://promedmail.org/direct.php?id=20141026.2903471,10/26/14 15:4,No Tag,NA,NA,NA,NA,3896,1281,NA,NA,NA,ProMED Mail,"WHO Global Alert and Response (GAR), Pandemic and Epidemic Diseases, Situation reports: Ebola response roadmap [summ. edited]",NA
Nigeria,Nigeria,NA,Ebola,Humans,NA,2903471,"PRO/AH/EDR> Ebola virus disease - West Africa (197): WHO, Mali, Ethiopia, Guinea",http://promedmail.org/direct.php?id=20141026.2903471,10/26/14 15:4,No Tag,NA,NA,NA,NA,20,8,NA,NA,NA,ProMED Mail,"WHO Global Alert and Response (GAR), Pandemic and Epidemic Diseases, Situation reports: Ebola response roadmap [summ. edited]",NA
Senegal,Senegal,NA,Ebola,Humans,NA,2903471,"PRO/AH/EDR> Ebola virus disease - West Africa (197): WHO, Mali, Ethiopia, Guinea",http://promedmail.org/direct.php?id=20141026.2903471,10/26/14 15:4,No Tag,NA,NA,NA,NA,NA,NA,1,0,NA,ProMED Mail,"WHO Global Alert and Response (GAR), Pandemic and Epidemic Diseases, Situation reports: Ebola response roadmap [summ. edited]",NA
Mali,Mali,NA,Ebola,Humans,NA,2903471,"PRO/AH/EDR> Ebola virus disease - West Africa (197): WHO, Mali, Ethiopia, Guinea",http://promedmail.org/direct.php?id=20141026.2903471,10/26/14 15:4,No Tag,NA,NA,NA,NA,NA,NA,1,1,NA,ProMED Mail,"WHO Global Alert and Response (GAR), Pandemic and Epidemic Diseases, Situation reports: Ebola response roadmap [summ. edited]",NA
Spain,Spain,NA,Ebola,Humans,NA,2903471,"PRO/AH/EDR> Ebola virus disease - West Africa (197): WHO, Mali, Ethiopia, Guinea",http://promedmail.org/direct.php?id=20141026.2903471,10/26/14 15:4,No Tag,NA,NA,NA,NA,NA,NA,1,0,NA,ProMED Mail,"WHO Global Alert and Response (GAR), Pandemic and Epidemic Diseases, Situation reports: Ebola response roadmap [summ. edited]",NA
United States,United States,NA,Ebola,Humans,NA,2903471,"PRO/AH/EDR> Ebola virus disease - West Africa (197): WHO, Mali, Ethiopia, Guinea",http://promedmail.org/direct.php?id=20141026.2903471,10/26/14 15:4,No Tag,NA,NA,NA,NA,NA,NA,4,1,NA,ProMED Mail,"WHO Global Alert and Response (GAR), Pandemic and Epidemic Diseases, Situation reports: Ebola response roadmap [summ. edited]",NA
United States,United States,NA,Ebola,Humans,NA,2906997,"PRO/AH/EDR> Ebola virus disease - ex Africa (26): USA quarantines, drug, vaccines, WHO",http://promedmail.org/direct.php?id=20141027.2906997,10/27/14 21:31,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Liberia,Liberia,NA,Ebola,Humans,NA,2910060,"PRO/AH/EDR> Ebola virus disease - West Africa (198): CDC update, Mali, Sierra Leone",http://promedmail.org/direct.php?id=20141028.2910060,10/28/14 20:3,No Tag,NA,NA,NA,NA,4665,NA,NA,NA,NA,ProMED Mail,CDC/MMWR [edited],NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,2910060,"PRO/AH/EDR> Ebola virus disease - West Africa (198): CDC update, Mali, Sierra Leone",http://promedmail.org/direct.php?id=20141028.2910060,10/28/14 20:3,No Tag,NA,NA,NA,NA,3706,NA,NA,NA,NA,ProMED Mail,CDC/MMWR [edited],NA
Guinea,Guinea,NA,Ebola,Humans,NA,2910060,"PRO/AH/EDR> Ebola virus disease - West Africa (198): CDC update, Mali, Sierra Leone",http://promedmail.org/direct.php?id=20141028.2910060,10/28/14 20:3,No Tag,NA,NA,NA,NA,1540,NA,NA,NA,NA,ProMED Mail,CDC/MMWR [edited],NA
United States,United States,NA,Ebola,Humans,NA,2910297,"PRO/AH/EDR> Ebola virus disease - ex Africa (27): USA (TX) 2nd nurse, test, quarantine",http://promedmail.org/direct.php?id=20141028.2910297,10/28/14 21:1,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Worldwide,Worldwide,NA,Ebola,Humans,NA,2913982,"PRO/AH/EDR> Ebola virus disease - West Africa (199): WHO, Liberia, asymptomatic infection",http://promedmail.org/direct.php?id=20141030.2913982,10/30/14 9:46,No Tag,NA,NA,NA,NA,13703,4922,NA,NA,NA,ProMED Mail,"WHO Ebola Response Roadmap Situation Report [excerpts, edited]",NA
Liberia,Liberia,NA,Ebola,Humans,NA,2913982,"PRO/AH/EDR> Ebola virus disease - West Africa (199): WHO, Liberia, asymptomatic infection",http://promedmail.org/direct.php?id=20141030.2913982,10/30/14 9:46,No Tag,NA,NA,NA,NA,6535,2413,NA,NA,NA,ProMED Mail,BBC News [edited],NA
Guinea,Guinea,NA,Ebola,Humans,NA,2913982,"PRO/AH/EDR> Ebola virus disease - West Africa (199): WHO, Liberia, asymptomatic infection",http://promedmail.org/direct.php?id=20141030.2913982,10/30/14 9:46,No Tag,NA,NA,NA,NA,NA,997,NA,NA,NA,ProMED Mail,BBC News [edited],NA
